País,Puntuación,Fecha
Argelia,1511.23,29-06-2023
Egipto,1509.89,29-06-2023
Gales,1506.04,29-06-2023
Hungría,1504.57,29-06-2023
República Checa,1503.69,29-06-2023
Rusia,1495.53,29-06-2023
Nigeria,1486.48,29-06-2023
Ecuador,1486.47,29-06-2023
Turquía,1484.47,29-06-2023
Costa Rica,1478.3,29-06-2023
Camerún,1470.97,29-06-2023
Noruega,1458.47,29-06-2023
Canadá,1454.12,29-06-2023
Eslovaquia,1447.05,29-06-2023
Rumanía,1443.98,29-06-2023
Paraguay,1442.64,29-06-2023
Grecia,1441.06,29-06-2023
Mali,1438.01,29-06-2023
Costa de Marfil,1433.38,29-06-2023
República de Irlanda,1426.26,29-06-2023
Arabia Saudí,1421.46,29-06-2023
Finlandia,1419.47,29-06-2023
Burkina Faso,1419.18,29-06-2023
Venezuela,1417.23,29-06-2023
Panamá,1399.23,29-06-2023
Qatar,1393.52,29-06-2023
Ghana,1391.13,29-06-2023
Eslovenia,1391.04,29-06-2023
Bosnia y Herzegovina,1381.1,29-06-2023
Sudáfrica,1369.49,29-06-2023
Jamaica,1367.83,29-06-2023
Irlanda del Norte,1361.17,29-06-2023
Albania,1357.39,29-06-2023
Cabo Verde,1354.65,29-06-2023
Islandia,1352.98,29-06-2023
Macedonia del Norte,1350.53,29-06-2023
RD del Congo,1350.11,29-06-2023
Irak,1345.21,29-06-2023
Montenegro,1343.45,29-06-2023
Emiratos Árabes Unidos,1336.28,29-06-2023
Omán,1332.45,29-06-2023
Uzbekistán,1327.58,29-06-2023
Israel,1323.81,29-06-2023
El Salvador,1317.64,29-06-2023
Bulgaria,1315.48,29-06-2023
Georgia,1312.8,29-06-2023
RP China,1304.78,29-06-2023
Guinea,1296.75,29-06-2023
Honduras,1296.42,29-06-2023
Jordania,1296.26,29-06-2023
Bolivia,1295.09,29-06-2023
Zambia,1290.2,29-06-2023
Gabón,1285.25,29-06-2023
Bahréin,1282.05,29-06-2023
Haití,1275.96,29-06-2023
Curazao,1267.87,29-06-2023
Luxemburgo,1262.72,29-06-2023
Armenia,1252.6,29-06-2023
Guinea Ecuatorial,1251.83,29-06-2023
Uganda,1250.32,29-06-2023
Benín,1248.13,29-06-2023
Siria,1241.62,29-06-2023
Vietnam,1238.23,29-06-2023
Palestina,1233.02,29-06-2023
República Kirguisa,1224.8,29-06-2023
Bielorrusia,1212.28,29-06-2023
Mauritania,1205.18,29-06-2023
India,1204.9,29-06-2023
Trinidad y Tobago,1203.28,29-06-2023
Líbano,1201.74,29-06-2023
Nueva Zelanda,1199.04,29-06-2023
Kazajstán,1198.24,29-06-2023
Kenia,1191.07,29-06-2023
Congo,1190.63,29-06-2023
Madagascar,1186.09,29-06-2023
Kosovo,1179.69,29-06-2023
Tayikistán,1179.54,29-06-2023
Estonia,1179.3,29-06-2023
Guinea-Bissáu,1178.93,29-06-2023
Namibia,1175.14,29-06-2023
Tailandia,1174.37,29-06-2023
Angola,1170.76,29-06-2023
RDP de Corea,1169.96,29-06-2023
Guatemala,1166.6,29-06-2023
Mozambique,1165.85,29-06-2023
Chipre,1163.73,29-06-2023
Gambia,1159.82,29-06-2023
Sierra Leona,1156.11,29-06-2023
Azerbaiyán,1143.22,29-06-2023
Togo,1140.88,29-06-2023
Tanzania,1138.79,29-06-2023
Zimbabue,1138.56,29-06-2023
República Centroafricana,1133.5,29-06-2023
Malaui,1133.17,29-06-2023
Libia,1130.75,29-06-2023
Níger,1129.67,29-06-2023
Islas Feroe,1126.3,29-06-2023
Comoras,1122.82,29-06-2023
Sudán,1116.21,29-06-2023
Antigua y Barbuda,1107.51,29-06-2023
Islas Salomón,1097.61,29-06-2023
Letonia,1096.19,29-06-2023
Filipinas,1095.66,29-06-2023
San Cristóbal y Nieves,1092.03,29-06-2023
Malasia,1091.57,29-06-2023
Turkmenistán,1089.77,29-06-2023
Ruanda,1089.46,29-06-2023
Burundi,1085.06,29-06-2023
Kuwait,1084.34,29-06-2023
Nicaragua,1076.11,29-06-2023
Etiopía,1074.47,29-06-2023
Surinam,1073.57,29-06-2023
Lituania,1069.97,29-06-2023
Esuatini,1058.82,29-06-2023
Botsuana,1052.37,29-06-2023
Liberia,1049.94,29-06-2023
"Hong Kong, China",1049.74,29-06-2023
Indonesia,1047.46,29-06-2023
República Dominicana,1036.74,29-06-2023
Lesoto,1035.1,29-06-2023
Chinese Taipei,1028.18,29-06-2023
Maldivas,1024.72,29-06-2023
Andorra,1022.3,29-06-2023
Yemen,1020.37,29-06-2023
Afganistán,1020.32,29-06-2023
Singapur,1014.78,29-06-2023
Papúa Nueva Guinea,1003.28,29-06-2023
Myanmar,1000.26,29-06-2023
Nueva Caledonia,995.58,29-06-2023
Tahití,995.11,29-06-2023
Puerto Rico,993.8,29-06-2023
Moldavia,990.73,29-06-2023
Vanuatu,986.44,29-06-2023
Cuba,984.84,29-06-2023
Barbados,984.05,29-06-2023
Sudán del Sur,983.35,29-06-2023
Guyana,981.69,29-06-2023
Fiyi,980.48,29-06-2023
Santa Lucía,978.91,29-06-2023
Malta,972.86,29-06-2023
Bermudas,966.27,29-06-2023
Granada,960.77,29-06-2023
Nepal,959.36,29-06-2023
Camboya,942.97,29-06-2023
Belice,939.96,29-06-2023
San Vicente y las Granadinas,938.28,29-06-2023
Montserrat,938.02,29-06-2023
Mauricio,936.03,29-06-2023
Chad,930.22,29-06-2023
Macao,913.68,29-06-2023
Mongolia,908.71,29-06-2023
Bután,906.36,29-06-2023
Dominica,904.88,29-06-2023
Samoa Estadounidense,900.27,29-06-2023
Santo Tomé y Príncipe,900.07,29-06-2023
Laos,899.58,29-06-2023
Islas Cook,899.33,29-06-2023
Samoa,894.26,29-06-2023
Brunéi Darussalam,891.12,29-06-2023
Bangladesh,889.5,29-06-2023
Yibuti,889.2,29-06-2023
Tonga,861.81,29-06-2023
Timor Oriental,860.45,29-06-2023
Seychelles,860.13,29-06-2023
Islas Caimán,859.83,29-06-2023
Eritrea,855.56,29-06-2023
Somalia,854.72,29-06-2023
Bahamas,852.87,29-06-2023
Pakistán,852.13,29-06-2023
Gibraltar,851.64,29-06-2023
Aruba,850.88,29-06-2023
Liechtenstein,848.82,29-06-2023
Turcas y Caicos,839.39,29-06-2023
Guam,838.33,29-06-2023
Sri Lanka,825.25,29-06-2023
Islas Vírgenes Estadounidenses,816.59,29-06-2023
Islas Vírgenes Británicas,804.11,29-06-2023
Anguila,785.69,29-06-2023
San Marino,753.11,29-06-2023
Argentina,1840.93,06-04-2023
Francia,1838.45,06-04-2023
Brasil,1834.21,06-04-2023
Bélgica,1792.53,06-04-2023
Inglaterra,1792.43,06-04-2023
Países Bajos,1731.23,06-04-2023
Croacia,1730.02,06-04-2023
Italia,1713.66,06-04-2023
Portugal,1707.22,06-04-2023
España,1682.85,06-04-2023
Marruecos,1677.79,06-04-2023
Suiza,1664.24,06-04-2023
EEUU,1653.77,06-04-2023
Alemania,1647.42,06-04-2023
México,1631.87,06-04-2023
Uruguay,1631.29,06-04-2023
Colombia,1617.08,06-04-2023
Senegal,1613.21,06-04-2023
Dinamarca,1594.53,06-04-2023
Japón,1588.59,06-04-2023
Perú,1561.2,06-04-2023
Suecia,1558.7,06-04-2023
Polonia,1553.76,06-04-2023
RI de Irán,1553.23,06-04-2023
Serbia,1541.52,06-04-2023
Gales,1538.95,06-04-2023
República de Corea,1536.01,06-04-2023
Túnez,1535.76,06-04-2023
Australia,1532.79,06-04-2023
Ucrania,1530.04,06-04-2023
Chile,1511.32,06-04-2023
Austria,1508.24,06-04-2023
Hungría,1504.24,06-04-2023
Argelia,1504.19,06-04-2023
Egipto,1500.67,06-04-2023
Escocia,1500.52,06-04-2023
Rusia,1495.53,06-04-2023
República Checa,1495.04,06-04-2023
Costa Rica,1491.12,06-04-2023
Nigeria,1480.8,06-04-2023
Ecuador,1478.13,06-04-2023
Camerún,1470.21,06-04-2023
Turquía,1465.7,06-04-2023
Noruega,1463.77,06-04-2023
Costa de Marfil,1449.95,06-04-2023
Rumanía,1444.58,06-04-2023
Canadá,1442.66,06-04-2023
Paraguay,1440.65,06-04-2023
República de Irlanda,1436.31,06-04-2023
Burkina Faso,1433.91,06-04-2023
Eslovaquia,1433.77,06-04-2023
Grecia,1433.01,06-04-2023
Mali,1430.75,06-04-2023
Arabia Saudí,1421.46,06-04-2023
Venezuela,1410.47,06-04-2023
Finlandia,1405.31,06-04-2023
Bosnia y Herzegovina,1403.04,06-04-2023
Panamá,1399.23,06-04-2023
Eslovenia,1398.47,06-04-2023
Ghana,1396.01,06-04-2023
Qatar,1388.61,06-04-2023
Irlanda del Norte,1385.93,06-04-2023
Jamaica,1381.87,06-04-2023
Islandia,1369.03,06-04-2023
Macedonia del Norte,1363.07,06-04-2023
Sudáfrica,1350.08,06-04-2023
Irak,1347.84,06-04-2023
Albania,1344.95,06-04-2023
Montenegro,1343.28,06-04-2023
RD del Congo,1338.61,06-04-2023
Cabo Verde,1337.05,06-04-2023
Emiratos Árabes Unidos,1336.28,06-04-2023
Omán,1333.54,06-04-2023
Uzbekistán,1318.36,06-04-2023
El Salvador,1318.3,06-04-2023
Bulgaria,1315.74,06-04-2023
Georgia,1311.51,06-04-2023
Israel,1307.41,06-04-2023
Guinea,1305.92,06-04-2023
Honduras,1300.38,06-04-2023
RP China,1297.98,06-04-2023
Gabón,1296.74,06-04-2023
Bolivia,1296.42,06-04-2023
Jordania,1293.26,06-04-2023
Bahréin,1282.05,06-04-2023
Zambia,1280.52,06-04-2023
Haití,1275.96,06-04-2023
Curazao,1272.26,06-04-2023
Uganda,1257.3,06-04-2023
Siria,1246.75,06-04-2023
Luxemburgo,1245.78,06-04-2023
Benín,1240.45,06-04-2023
Palestina,1239.19,06-04-2023
Guinea Ecuatorial,1232.78,06-04-2023
Vietnam,1229.69,06-04-2023
República Kirguisa,1225.44,06-04-2023
Armenia,1224.08,06-04-2023
Bielorrusia,1210.17,06-04-2023
Líbano,1202.74,06-04-2023
Nueva Zelanda,1201.06,06-04-2023
India,1200.66,06-04-2023
Kenia,1200.18,06-04-2023
Congo,1197.89,06-04-2023
Trinidad y Tobago,1197.61,06-04-2023
Mauritania,1194.28,06-04-2023
Namibia,1190.49,06-04-2023
Kosovo,1186.26,06-04-2023
Estonia,1182.5,06-04-2023
Tayikistán,1182.24,06-04-2023
Madagascar,1181.21,06-04-2023
Chipre,1179.45,06-04-2023
Kazajstán,1177.05,06-04-2023
Guinea-Bissáu,1172.3,06-04-2023
Tailandia,1171.88,06-04-2023
RDP de Corea,1169.96,06-04-2023
Guatemala,1164.64,06-04-2023
Sierra Leona,1161.79,06-04-2023
Angola,1158.57,06-04-2023
Mozambique,1154.64,06-04-2023
Gambia,1150.99,06-04-2023
Libia,1145.82,06-04-2023
República Centroafricana,1145.69,06-04-2023
Níger,1142.57,06-04-2023
Azerbaiyán,1142.25,06-04-2023
Islas Feroe,1138.98,06-04-2023
Zimbabue,1138.56,06-04-2023
Malaui,1134.64,06-04-2023
Sudán,1132.62,06-04-2023
Togo,1129.81,06-04-2023
Tanzania,1125.89,06-04-2023
Comoras,1111.89,06-04-2023
Letonia,1110.55,06-04-2023
Antigua y Barbuda,1107.51,06-04-2023
Islas Salomón,1103.61,06-04-2023
Ruanda,1100.67,06-04-2023
Filipinas,1097.67,06-04-2023
Turkmenistán,1095.2,06-04-2023
Malasia,1082.13,06-04-2023
San Cristóbal y Nieves,1081.4,06-04-2023
Nicaragua,1079.17,06-04-2023
Surinam,1075.72,06-04-2023
Etiopía,1072.99,06-04-2023
Kuwait,1071.92,06-04-2023
Esuatini,1069.89,06-04-2023
Burundi,1069.71,06-04-2023
Lituania,1068.53,06-04-2023
"Hong Kong, China",1057.03,06-04-2023
Liberia,1049.94,06-04-2023
Indonesia,1046.14,06-04-2023
Lesoto,1046.02,06-04-2023
República Dominicana,1038.13,06-04-2023
Botsuana,1037.31,06-04-2023
Andorra,1030.52,06-04-2023
Maldivas,1024.72,06-04-2023
Afganistán,1023.04,06-04-2023
Chinese Taipei,1021.02,06-04-2023
Yemen,1020.37,06-04-2023
Singapur,1014.04,06-04-2023
Papúa Nueva Guinea,1007.46,06-04-2023
Myanmar,998.41,06-04-2023
Nueva Caledonia,995.58,06-04-2023
Tahití,995.11,06-04-2023
Sudán del Sur,993.36,06-04-2023
Vanuatu,986.65,06-04-2023
Cuba,986.2,06-04-2023
Puerto Rico,985.41,06-04-2023
Barbados,984.05,06-04-2023
Fiyi,980.48,06-04-2023
Santa Lucía,978.91,06-04-2023
Guyana,975.81,06-04-2023
Moldavia,972.91,06-04-2023
Malta,972.79,06-04-2023
Bermudas,966.27,06-04-2023
Nepal,963.1,06-04-2023
Granada,960.4,06-04-2023
Camboya,948.59,06-04-2023
Belice,939.96,06-04-2023
San Vicente y las Granadinas,938.28,06-04-2023
Montserrat,938.02,06-04-2023
Mauricio,932.02,06-04-2023
Chad,930.22,06-04-2023
Macao,917.93,06-04-2023
Mongolia,911.74,06-04-2023
Santo Tomé y Príncipe,906.7,06-04-2023
Bután,906.36,06-04-2023
Dominica,904.88,06-04-2023
Samoa Estadounidense,900.27,06-04-2023
Laos,899.58,06-04-2023
Islas Cook,899.33,06-04-2023
Samoa,894.26,06-04-2023
Brunéi Darussalam,891.12,06-04-2023
Bangladesh,883.88,06-04-2023
Yibuti,875.05,06-04-2023
Tonga,861.81,06-04-2023
Pakistán,861.18,06-04-2023
Timor Oriental,860.45,06-04-2023
Seychelles,860.13,06-04-2023
Islas Caimán,859.83,06-04-2023
Liechtenstein,855.77,06-04-2023
Eritrea,855.56,06-04-2023
Gibraltar,854.72,06-04-2023
Somalia,854.72,06-04-2023
Bahamas,852.87,06-04-2023
Aruba,850.88,06-04-2023
Turcas y Caicos,839.39,06-04-2023
Guam,838.33,06-04-2023
Sri Lanka,825.25,06-04-2023
Islas Vírgenes Estadounidenses,816.59,06-04-2023
Islas Vírgenes Británicas,804.11,06-04-2023
Anguila,785.69,06-04-2023
San Marino,759.12,06-04-2023
Brasil,1840.77,22-12-2022
Argentina,1838.38,22-12-2022
Francia,1823.39,22-12-2022
Bélgica,1781.3,22-12-2022
Inglaterra,1774.19,22-12-2022
Países Bajos,1740.92,22-12-2022
Croacia,1727.62,22-12-2022
Italia,1723.56,22-12-2022
Portugal,1702.54,22-12-2022
España,1692.71,22-12-2022
Marruecos,1672.35,22-12-2022
Suiza,1655.02,22-12-2022
EEUU,1652.74,22-12-2022
Alemania,1646.91,22-12-2022
México,1635.78,22-12-2022
Uruguay,1627.45,22-12-2022
Colombia,1612.78,22-12-2022
Dinamarca,1608.11,22-12-2022
Senegal,1603.98,22-12-2022
Japón,1593.08,22-12-2022
Perú,1564.3,22-12-2022
Polonia,1559.83,22-12-2022
Suecia,1558.45,22-12-2022
RI de Irán,1551.73,22-12-2022
República de Corea,1539.49,22-12-2022
Ucrania,1536.99,22-12-2022
Australia,1533.97,22-12-2022
Gales,1530.28,22-12-2022
Serbia,1526.46,22-12-2022
Túnez,1526.2,22-12-2022
Chile,1506.91,22-12-2022
Costa Rica,1500.18,22-12-2022
Camerún,1499.3,22-12-2022
Austria,1497.24,22-12-2022
Nigeria,1494.32,22-12-2022
Hungría,1493.33,22-12-2022
Rusia,1491.26,22-12-2022
República Checa,1490.61,22-12-2022
Egipto,1490.34,22-12-2022
Argelia,1486.72,22-12-2022
Ecuador,1477.32,22-12-2022
Escocia,1476.94,22-12-2022
Noruega,1475.05,22-12-2022
Turquía,1465.38,22-12-2022
Mali,1449.05,22-12-2022
Paraguay,1445.06,22-12-2022
Costa de Marfil,1441.49,22-12-2022
República de Irlanda,1438.59,22-12-2022
Arabia Saudí,1438.13,22-12-2022
Burkina Faso,1434.81,22-12-2022
Grecia,1433.59,22-12-2022
Rumanía,1432.64,22-12-2022
Canadá,1431.64,22-12-2022
Eslovaquia,1425.58,22-12-2022
Venezuela,1406.1,22-12-2022
Finlandia,1405.71,22-12-2022
Bosnia y Herzegovina,1403.51,22-12-2022
Ghana,1400.02,22-12-2022
Irlanda del Norte,1396.55,22-12-2022
Qatar,1393.56,22-12-2022
Panamá,1391.7,22-12-2022
Eslovenia,1389.06,22-12-2022
Islandia,1380.35,22-12-2022
Jamaica,1379.29,22-12-2022
Macedonia del Norte,1355.28,22-12-2022
Albania,1353.03,22-12-2022
Sudáfrica,1350.36,22-12-2022
Irak,1342.39,22-12-2022
Montenegro,1339.15,22-12-2022
Emiratos Árabes Unidos,1338.48,22-12-2022
Bulgaria,1336.71,22-12-2022
Cabo Verde,1336.05,22-12-2022
RD del Congo,1333.92,22-12-2022
El Salvador,1326.86,22-12-2022
Omán,1321.24,22-12-2022
Israel,1315.67,22-12-2022
Uzbekistán,1312.64,22-12-2022
Georgia,1305.98,22-12-2022
Gabón,1305.47,22-12-2022
RP China,1305.06,22-12-2022
Honduras,1300.78,22-12-2022
Bolivia,1294.96,22-12-2022
Guinea,1290.47,22-12-2022
Jordania,1289.99,22-12-2022
Bahréin,1280.27,22-12-2022
Curazao,1278.64,22-12-2022
Haití,1269.07,22-12-2022
Zambia,1265.15,22-12-2022
Uganda,1260.69,22-12-2022
Siria,1251.46,22-12-2022
Benín,1247.47,22-12-2022
Luxemburgo,1245.35,22-12-2022
Palestina,1233.72,22-12-2022
República Kirguisa,1232.91,22-12-2022
Armenia,1231.76,22-12-2022
Vietnam,1228.63,22-12-2022
Bielorrusia,1221.68,22-12-2022
Guinea Ecuatorial,1215.66,22-12-2022
Congo,1208.79,22-12-2022
Líbano,1208.47,22-12-2022
Kenia,1202.26,22-12-2022
Madagascar,1200.74,22-12-2022
Mauritania,1197.58,22-12-2022
Trinidad y Tobago,1195.29,22-12-2022
Nueva Zelanda,1193.98,22-12-2022
India,1192.09,22-12-2022
Kosovo,1187.03,22-12-2022
Tayikistán,1187.02,22-12-2022
Estonia,1186.27,22-12-2022
Chipre,1185.17,22-12-2022
Tailandia,1173.4,22-12-2022
RDP de Corea,1169.96,22-12-2022
Namibia,1164.13,22-12-2022
Mozambique,1163.56,22-12-2022
Kazajstán,1163.09,22-12-2022
Sierra Leona,1160.31,22-12-2022
Angola,1158.81,22-12-2022
Guinea-Bissáu,1158.77,22-12-2022
Guatemala,1157.56,22-12-2022
Libia,1156.74,22-12-2022
Azerbaiyán,1151.82,22-12-2022
Níger,1148.53,22-12-2022
Islas Feroe,1146.31,22-12-2022
Malaui,1144.97,22-12-2022
Zimbabue,1138.56,22-12-2022
Gambia,1137.57,22-12-2022
Togo,1128.92,22-12-2022
Sudán,1127.34,22-12-2022
Comoras,1123.18,22-12-2022
Tanzania,1119.89,22-12-2022
Antigua y Barbuda,1117.01,22-12-2022
República Centroafricana,1116.97,22-12-2022
Letonia,1116.96,22-12-2022
Filipinas,1113.15,22-12-2022
Turkmenistán,1100.47,22-12-2022
Islas Salomón,1095.7,22-12-2022
Ruanda,1093.66,22-12-2022
Etiopía,1091.19,22-12-2022
Surinam,1077.3,22-12-2022
San Cristóbal y Nieves,1076.91,22-12-2022
Burundi,1075.27,22-12-2022
Nicaragua,1071.74,22-12-2022
Esuatini,1070.89,22-12-2022
Lituania,1069.12,22-12-2022
Malasia,1066.6,22-12-2022
Hong Kong,1062.39,22-12-2022
Lesoto,1061.4,22-12-2022
Kuwait,1056.64,22-12-2022
Botsuana,1054.43,22-12-2022
Liberia,1049.66,22-12-2022
Indonesia,1033.9,22-12-2022
República Dominicana,1031.86,22-12-2022
Andorra,1031.13,22-12-2022
Yemen,1023.52,22-12-2022
Afganistán,1023.04,22-12-2022
Maldivas,1021.18,22-12-2022
Chinese Taipei,1021.02,22-12-2022
Papúa Nueva Guinea,1007.46,22-12-2022
Myanmar,1006.16,22-12-2022
Singapur,1006.1,22-12-2022
Nueva Caledonia,995.58,22-12-2022
Tahití,995.11,22-12-2022
Fiyi,989.43,22-12-2022
Vanuatu,985.62,22-12-2022
Sudán del Sur,983.99,22-12-2022
Barbados,982.27,22-12-2022
Malta,978.95,22-12-2022
Cuba,978.65,22-12-2022
Bermudas,977.47,22-12-2022
Puerto Rico,974.32,22-12-2022
Guyana,968.74,22-12-2022
Santa Lucía,964.73,22-12-2022
Granada,963.72,22-12-2022
Moldavia,958.88,22-12-2022
Nepal,956.94,22-12-2022
Belice,950.88,22-12-2022
Camboya,946.66,22-12-2022
San Vicente y las Granadinas,945.25,22-12-2022
Montserrat,940.78,22-12-2022
Mauricio,932.02,22-12-2022
Chad,930.22,22-12-2022
Macao,922.1,22-12-2022
Mongolia,913.55,22-12-2022
Dominica,911.51,22-12-2022
Bután,910.96,22-12-2022
Santo Tomé y Príncipe,908.18,22-12-2022
Laos,905.51,22-12-2022
Samoa Estadounidense,900.27,22-12-2022
Islas Cook,899.33,22-12-2022
Brunéi Darussalam,898.02,22-12-2022
Samoa,894.26,22-12-2022
Bangladesh,884.45,22-12-2022
Yibuti,875.05,22-12-2022
Islas Caimán,865.72,22-12-2022
Pakistán,864.72,22-12-2022
Tonga,861.81,22-12-2022
Timor Oriental,860.45,22-12-2022
Liechtenstein,859.84,22-12-2022
Seychelles,859.56,22-12-2022
Gibraltar,858.04,22-12-2022
Eritrea,855.56,22-12-2022
Aruba,855.37,22-12-2022
Bahamas,854.8,22-12-2022
Somalia,854.72,22-12-2022
Guam,838.33,22-12-2022
Turcas y Caicos,832.0,22-12-2022
Sri Lanka,825.25,22-12-2022
Islas Vírgenes Estadounidenses,823.97,22-12-2022
Islas Vírgenes Británicas,809.32,22-12-2022
Anguila,790.74,22-12-2022
San Marino,763.15,22-12-2022
Brasil,1841.3,06-10-2022
Bélgica,1816.71,06-10-2022
Argentina,1773.88,06-10-2022
Francia,1759.78,06-10-2022
Inglaterra,1728.47,06-10-2022
Italia,1726.14,06-10-2022
España,1715.22,06-10-2022
Países Bajos,1694.51,06-10-2022
Portugal,1676.56,06-10-2022
Dinamarca,1666.57,06-10-2022
Alemania,1650.21,06-10-2022
Croacia,1645.64,06-10-2022
México,1644.89,06-10-2022
Uruguay,1638.71,06-10-2022
Suiza,1635.92,06-10-2022
EEUU,1627.48,06-10-2022
Colombia,1611.04,06-10-2022
Senegal,1584.38,06-10-2022
Gales,1569.82,06-10-2022
RI de Irán,1564.61,06-10-2022
Serbia,1563.62,06-10-2022
Marruecos,1563.5,06-10-2022
Perú,1561.01,06-10-2022
Japón,1559.54,06-10-2022
Suecia,1553.33,06-10-2022
Polonia,1548.59,06-10-2022
Ucrania,1536.99,06-10-2022
República de Corea,1530.3,06-10-2022
Chile,1509.61,06-10-2022
Túnez,1507.54,06-10-2022
Costa Rica,1503.59,06-10-2022
Nigeria,1498.47,06-10-2022
Rusia,1496.11,06-10-2022
Austria,1492.95,06-10-2022
República Checa,1492.21,06-10-2022
Hungría,1492.2,06-10-2022
Argelia,1489.1,06-10-2022
Australia,1488.72,06-10-2022
Egipto,1486.44,06-10-2022
Escocia,1479.53,06-10-2022
Canadá,1475.0,06-10-2022
Noruega,1473.04,06-10-2022
Camerún,1471.44,06-10-2022
Ecuador,1464.39,06-10-2022
Turquía,1460.14,06-10-2022
Mali,1448.85,06-10-2022
Paraguay,1448.77,06-10-2022
Costa de Marfil,1443.06,06-10-2022
República de Irlanda,1440.19,06-10-2022
Qatar,1439.89,06-10-2022
Arabia Saudí,1437.78,06-10-2022
Grecia,1437.6,06-10-2022
Rumanía,1434.68,06-10-2022
Burkina Faso,1432.25,06-10-2022
Eslovaquia,1425.59,06-10-2022
Finlandia,1405.6,06-10-2022
Venezuela,1404.37,06-10-2022
Bosnia y Herzegovina,1403.51,06-10-2022
Irlanda del Norte,1396.55,06-10-2022
Panamá,1393.28,06-10-2022
Ghana,1393.0,06-10-2022
Islandia,1384.41,06-10-2022
Eslovenia,1384.04,06-10-2022
Jamaica,1378.86,06-10-2022
Macedonia del Norte,1358.51,06-10-2022
Albania,1354.11,06-10-2022
Sudáfrica,1349.59,06-10-2022
Irak,1343.01,06-10-2022
Montenegro,1341.03,06-10-2022
Emiratos Árabes Unidos,1337.57,06-10-2022
Cabo Verde,1336.05,06-10-2022
Bulgaria,1335.36,06-10-2022
RD del Congo,1333.92,06-10-2022
El Salvador,1330.51,06-10-2022
Omán,1320.29,06-10-2022
Israel,1316.55,06-10-2022
Uzbekistán,1309.98,06-10-2022
Georgia,1307.34,06-10-2022
RP China,1305.06,06-10-2022
Honduras,1301.98,06-10-2022
Gabón,1301.84,06-10-2022
Bolivia,1296.28,06-10-2022
Guinea,1290.47,06-10-2022
Jordania,1289.99,06-10-2022
Bahréin,1280.64,06-10-2022
Curazao,1278.64,06-10-2022
Haití,1269.07,06-10-2022
Zambia,1267.41,06-10-2022
Uganda,1260.69,06-10-2022
Siria,1255.92,06-10-2022
Benín,1247.47,06-10-2022
Luxemburgo,1243.8,06-10-2022
Armenia,1233.93,06-10-2022
Palestina,1233.72,06-10-2022
República Kirguisa,1230.22,06-10-2022
Vietnam,1226.65,06-10-2022
Bielorrusia,1221.06,06-10-2022
Guinea Ecuatorial,1215.66,06-10-2022
Líbano,1211.71,06-10-2022
Congo,1208.79,06-10-2022
Kenia,1202.26,06-10-2022
Madagascar,1200.74,06-10-2022
Mauritania,1197.58,06-10-2022
Trinidad y Tobago,1195.29,06-10-2022
Nueva Zelanda,1193.98,06-10-2022
India,1192.09,06-10-2022
Kosovo,1187.01,06-10-2022
Tayikistán,1185.7,06-10-2022
Estonia,1184.64,06-10-2022
Chipre,1183.82,06-10-2022
Tailandia,1174.92,06-10-2022
RDP de Corea,1169.96,06-10-2022
Kazajstán,1166.63,06-10-2022
Mozambique,1165.22,06-10-2022
Namibia,1164.13,06-10-2022
Guinea-Bissáu,1160.71,06-10-2022
Sierra Leona,1160.31,06-10-2022
Guatemala,1156.7,06-10-2022
Angola,1155.9,06-10-2022
Libia,1154.25,06-10-2022
Níger,1152.8,06-10-2022
Islas Feroe,1147.17,06-10-2022
Azerbaiyán,1146.72,06-10-2022
Malaui,1144.97,06-10-2022
Zimbabue,1138.56,06-10-2022
Gambia,1137.47,06-10-2022
Togo,1128.92,06-10-2022
Sudán,1127.34,06-10-2022
Comoras,1123.18,06-10-2022
Tanzania,1119.89,06-10-2022
Antigua y Barbuda,1117.01,06-10-2022
República Centroafricana,1116.97,06-10-2022
Filipinas,1115.13,06-10-2022
Letonia,1114.21,06-10-2022
Turkmenistán,1100.47,06-10-2022
Islas Salomón,1095.7,06-10-2022
Ruanda,1093.66,06-10-2022
Etiopía,1091.19,06-10-2022
Surinam,1077.3,06-10-2022
San Cristóbal y Nieves,1076.91,06-10-2022
Burundi,1076.26,06-10-2022
Nicaragua,1071.83,06-10-2022
Esuatini,1070.89,06-10-2022
Lituania,1069.75,06-10-2022
Hong Kong,1062.39,06-10-2022
Malasia,1062.32,06-10-2022
Lesoto,1061.4,06-10-2022
Botsuana,1056.46,06-10-2022
Kuwait,1053.41,06-10-2022
Liberia,1049.66,06-10-2022
Andorra,1035.2,06-10-2022
Indonesia,1033.9,06-10-2022
República Dominicana,1031.86,06-10-2022
Maldivas,1026.09,06-10-2022
Yemen,1023.52,06-10-2022
Afganistán,1023.04,06-10-2022
Chinese Taipei,1017.78,06-10-2022
Myanmar,1007.89,06-10-2022
Papúa Nueva Guinea,1007.46,06-10-2022
Singapur,1003.5,06-10-2022
Nueva Caledonia,995.58,06-10-2022
Tahití,995.11,06-10-2022
Fiyi,989.43,06-10-2022
Vanuatu,985.62,06-10-2022
Sudán del Sur,983.99,06-10-2022
Barbados,982.27,06-10-2022
Cuba,978.65,06-10-2022
Malta,977.92,06-10-2022
Bermudas,977.47,06-10-2022
Puerto Rico,974.32,06-10-2022
Guyana,968.74,06-10-2022
Santa Lucía,965.66,06-10-2022
Granada,963.72,06-10-2022
Moldavia,961.23,06-10-2022
